"Processo","Titular","Localidade","Guia","Substancia","QuantidadeMinerio","DataPublicacao","Prazo","IndicaProrrogacao"
"860.047/2022","RONIN AGROPASTORIL, EXTRACAO MINERAL E COMERCIALIZACAO LTDA","NIQUELÂNDIA/GO","","MINÉRIO DE OURO","50.000 TONELADAS","29/01/2024","ATÉ 09/03/2025 (VIGÊNCIA DO ALVARÁ DE PESQUISA)","Não"
"860.143/2022","DISTRIBUIDORA DE AREIA JOMA LTDA","CACHOEIRA DE GOIÁS/GO","18","AREIA","40.000 T/ANO","27/01/2026","2 anos","Não"
"860.145/2022","ZILMONJOSE DA SILVA","CATURAÍ/GO, GOIANIRA/GO, TRINDADE/GO","112","AREIA","9.000 Toneladas","16/03/2023","3 anos","Não"
"860.160/2022","MINERART MINERACOES LTDA","CALDAZINHA/GO","98","MINÉRIO DE OURO","50.000 T/ANO","15/05/2025","3 anos","Não"
"860.184/2022","RONIN AGROPASTORIL, EXTRACAO MINERAL E COMERCIALIZACAO LTDA","NIQUELÂNDIA/GO","15","MINÉRIO DE OURO","50.000 TONELADAS","29/01/2024","ATÉ 01/04/2025 (VIGÊNCIA DO ALVARÁ DE PESQUISA)","Não"
"860.187/2022","RONIN AGROPASTORIL, EXTRACAO MINERAL E COMERCIALIZACAO LTDA","NIQUELÂNDIA/GO","10","MINÉRIO DE OURO, AREIA (agregado), CASCALHO (agregado)","MINÉRIO DE OURO: 50.000 TONELADAS, AREIA: 50.000 TONELADAS, CASCALHO: 8.500 TONELADAS Toneladas","29/01/2024","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.196/2022","MINERACAO SANTA RITA LTDA","CRIXÁS/GO","1","AREIA","30.000 TONELADAS","28/05/2024","3 anos","Não"
"860.198/2022","MINERACAO SANTA RITA LTDA","CRIXÁS/GO, GUARINOS/GO","5901","AREIA (agregado)","49.992 TONELADAS","30/01/2024","36 MESES","Não"
"860.199/2022","MINERACAO SANTA RITA LTDA","CRIXÁS/GO, GUARINOS/GO","112","AREIA","30.000 Toneladas","24/10/2022","03 (TRÊS) ANOS","Não"
"860.220/2022","F. G. MINERACAO E TRANSPORTE LTDA","SILVÂNIA/GO","11","AREIA (agregado)","48.898 TONELADAS","29/01/2024","36 MESES","Não"
"860.225/2022","CAMPINORTE MINERAÇÃO S.A","CAMPINORTE/GO, URUAÇU/GO","214","MINÉRIO DE OURO","50.000 T/ANO","24/06/2025","3 anos","Não"
"860.514/2022","GRANIBAN GRANITOS BANANAL LTDA","NIQUELÂNDIA/GO","270","QUARTZO (PARA REVESTIMENTO), QUARTZITO (PARA REVESTIMENTO)","4.000 , 16.000 TONELADAS","02/08/2024","3 anos","Não"
"860.552/2022","PAULO RICARDO VAN DER LAAN","PORANGATU/GO","112","AREIA (agregado)","50.000 TONELADAS","28/05/2024","3 anos","Não"
"860.593/2022","DIVINO CARLOS MARQUES FERNANDES","GOIÁS/GO","9","AREIA (agregado)","24.000 TONELADAS","29/01/2024","36 MESES","Não"
"860.601/2022","MARCOS DELFINO ROSA MINERACAO","CAMPO ALEGRE DE GOIÁS/GO, CATALÃO/GO, IPAMERI/GO","218","MINÉRIO DE OURO, DIAMANTE","50.000 MINÉRIO DE OURO, 1.216 QUILATES/ANO DIAMANTE T/ANO, QUILATES/ANO","24/06/2025","3 anos","Não"
"860.825/2022","DU VALLE EXTRACAO E COMERCIO DE AREIAS LTDA","ITAPURANGA/GO","187","AREIA","19.261 TONELADAS/ANO","24/07/2026","3 anos","Não"
"860.853/2022","WOLNEY LUIZ MICHIELIN DIAS","CORUMBAÍBA/GO","71","AREIA E CASCALHO","AREIA 50.000 E CASCALHO 8.500 T/ANO","15/05/2025","3 anos","Não"
"860.935/2022","ALEX DIONISIO PESSOA","FORMOSA/GO","189","CASCALHO (USO COMO AGREGADO NA CONSTRUÇÃO CIVIL, PAVIMENTAÇÃO DE ESTRADAS, ATERROS E OUTROS)","8.500 TONELADAS","21/06/2024","3 anos","Não"
"860.988/2022","BAHIA GOLD LTDA","MINAÇU/GO","196","QUARTZITO","16.000 TONELADAS","02/08/2023","ATÉ 14/12/2024","Não"
"861.005/2022","MOACIR DOS REIS LIMA","PALMELO/GO, SANTA CRUZ DE GOIÁS/GO","85","MINÉRIO DE OURO","50.000 TONELADAS","28/05/2024","3 anos","Não"
"861.104/2022","DRAGA QUATRO IRMAOS LTDA","MONTE ALEGRE DE GOIÁS/GO","190","AREIA (AGREGRADO)","50.000 TONELADAS","21/06/2024","3 anos","Não"
"861.167/2022","WENDER DE OLIVEIRA MATTOS","MONTE ALEGRE DE GOIÁS/GO","333","QUARTZO","4.000 TONELADAS","02/08/2024","3 anos","Não"
"861.188/2022","GUSTAVO MANOEL SANSALONI DE OLIVEIRA","SÃO PATRÍCIO/GO","453","ESTEATITO","16.000 TONELADAS","11/03/2024","36 MESES A CONTAR DA PUBLICAÇÃO NO DIÁRIO OFICIAL DA UNIÃO","Não"
"860.050/2023","FLAVIO SOUZA E SILVA","PARANÃ/TO, CAVALCANTE/GO, MINAÇU/GO","192","MINÉRIO DE OURO","AREIA (agregado) 50.000,  OURO (minérios de) 50.000 TONELADAS","21/06/2024","3 anos","Não"
"860.054/2023","MINERADORA CANAA LTDA","NIQUELÂNDIA/GO","230","QUARTZO (gema), QUARTZO (ornamental)","4.000, 16.000 T/ANO","24/06/2025","3 anos","Não"
"860.202/2023","CONQUISTA MINERACAO LTDA","MONTE ALEGRE DE GOIÁS/GO","314","CASSITERITA (MINÉRIO DE ESTRANHO)","300 T/ANO","15/09/2025","3 anos","Não"
"860.221/2023","MINERACAO CRISTALINA LTDA","NIQUELÂNDIA/GO","447","QUARTZO (para fins ornamentais e de revestimentos)","15.898 T/ANO","20/03/2026","3 anos","Não"
"860.913/2023","R.J. EXTRACAO DE AREIA LTDA","NOVA IGUAÇU DE GOIÁS/GO","217","GNAISSE (uso: brita)","50.000 T/ANO","24/06/2025","3 anos","Não"
"861.083/2023","WERLISGLON CALACIO","COCALZINHO DE GOIÁS/GO","6","AREIA e QUARTZITO","50.000 AREIA, 16.000 QUARTZITO T/ANO","17/02/2025","3 anos","Não"
"860.370/2024","G10 URBANISMO S/A","CIDADE OCIDENTAL/GO, VALPARAÍSO DE GOIÁS/GO","421","CASCALHO (agregado)","8.500 T/ANO","05/12/2025","3 anos","Não"
"860.569/2024","39.880.365 VALQUIRIA ELLEN DOS SANTOS","ISRAELÂNDIA/GO","432","MINÉRIO DE OURO, AREIA, CASCALHO, e DIAMANTE","50.000 T/ANO OURO, 50.000 T/ANO AREIA, 8.500 T/ANO CASCALHO, 3.000 QUILATES/ANO DIAMANTE TONELADAS","27/01/2026","3 anos","Não"
"860.592/2024","NEILSON GONCALVES DE ALMEIDA JUNIOR","JATAÍ/GO","219","AREIA","50.000 T/ANO","24/06/2025","3 anos","Não"
"860.601/2024","CONCRETOS USINADOS NEW LTDA","NOVA CRIXÁS/GO","470","AREIA (USO AGREGADO PARA CONSTRUÇÃO CIVIL)","9.850 TONELADAS POR ANO","04/11/2024","3 anos","Não"
"860.964/2024","QUATRO S MINERACAO LTDA","MONTE ALEGRE DE GOIÁS/GO","442","CASSITERITA (minério de estanho), COLUMBITA TANTALITA, ILMENITA, ZIRCÔNIO, TUNGSTÊNIO, MICAS","300 T/ANO CASSITERITA, 150 T/ANO COLUMBITA TANTALITA, 200 T/ANO ILMENITA, 300 T/ANO ZIRCÔNIO, 300 T/ANO TUNGSTÊNIO, 120 T/ANO MICAS","27/01/2026","3 anos","Não"
"861.028/2024","AREIAL J. R LTDA","NOVO BRASIL/GO","189","AREIA","45.000 TONELADAS/ANO","24/07/2026","3 anos","Não"
"861.045/2024","VERMONT MINERAÇÃO EXPORTAÇÃO E IMPORTAÇÃO LTDA.","URUAÇU/GO","80","QUARTZITO (rocha ornamental)","16.000 T/ANO","28/05/2025","3 anos","Não"
"861.237/2024","LUCINETE MARIA DOS REIS","SÃO DOMINGOS/GO","","","","28/02/2025","1 ano","Não"
"861.421/2024","ANTONIO CARLOS ABRANTES TEIXEIRA","NOVA ROMA/GO","138","QUARTZITO (ornamental)","16.000 T/ANO","20/05/2026","3 anos","Não"
"861.437/2024","VALE DO ACO MINERACAO LTDA","CAVALCANTE/GO","2","MINÉRIO DE MANGANÊS","6.000 T/ANO","27/01/2026","3 anos","Não"
"861.465/2024","MINERADORA CANAA LTDA","NIQUELÂNDIA/GO","423","QUARTZO (uso industrial), QUARTZITO (uso ornamental/revestimento)","4.000 T/ANO QUARTZO, 16.000 T/ANO QUARTZITO","05/12/2025","3 anos","Não"
"861.543/2024","JUNQUEIRA MINERADORA EIRELI","ARAGUAPAZ/GO, FAINA/GO, MATRINCHÃ/GO","67","AREIA","40.000 T/ANO","17/03/2026","2 anos","Não"
"861.674/2024","PEDRA EM PE MINERACAO E CONSULTORIA AGRONOMICA LTDA","CRISTALINA/GO","375","AREIA (agregado)","50.000 T/ANO","05/12/2025","3 anos","Não"
"861.709/2024","BRITAMISE MINERACAO SA","VICENTINÓPOLIS/GO","215","CASCALHO (agregado)","8.500 T/ANO","24/06/2025","3 anos","Não"
"861.717/2024","ALISSON RODRIGUES ALVES","SANTA RITA DO NOVO DESTINO/GO, SÃO LUIZ DO NORTE/GO","441","MINÉRIO DE OURO","50.000 T/ANO","27/01/2026","3 anos","Não"
"861.915/2024","AREAL PARANAIBA LTDA","ARAGUARI/MG, CORUMBAÍBA/GO","140","AREIA","50.000 T/ANO","20/05/2026","3 anos","Não"
"886.219/2024","IRENE APARECIDA MARTINS","ORIZONA/GO","317","AREIA (agregado)","18.440 T/ANO","15/09/2025","3 anos","Não"
"860.138/2025","SEBASTIAO FAUSTINO RODRIGUES","SANTA RITA DO NOVO DESTINO/GO, SÃO LUIZ DO NORTE/GO","305","MINÉRIO DE OURO","50.000 T/ANO","15/09/2025","3 anos","Não"
"860.467/2025","JOSE GENEROSO LENZA","ARAGUARI/MG, CUMARI/GO","194","ARGILA","12.000 T/ANO","13/08/2026","3 anos","Não"
