"Superintendência","Processo","Tipo de requerimento","Fase Atual","CPF CNPJ do titular","Titular","Municipio(s)","Substância(s)","Tipo(s) de Uso","Situação","Data da Cessão"
"Gerência Regional / GO","861386/1992","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","01.095.412/0001-15","OURO BRASIL MINERAÇÃO LTDA","FAZENDA NOVA - GO","GRANITO","Demais substâncias","Sim","22/12/2000"
"Gerência Regional / GO","805525/1977","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.512.017/0001-90","Primavera Industria de Agua Mineral Ltda","GOIANIRA - GO","ÁGUA MINERAL","Demais substâncias","Sim","04/10/1996"
"Gerência Regional / GO","860561/1986","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.628.278/0001-70","TRIÂNGULO MINERAÇÃO LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Demais substâncias","Sim","12/05/1997"
"Gerência Regional / MS","868205/2022","Requerimento de Pesquisa - Oferta Pública ","Autorização de Pesquisa","01.829.378/0001-65","MINERACAO FORTALEZA LTDA","CASSILÂNDIA - MS, ITAJÁ - GO","BASALTO, BASALTO","Brita, Revestimento","Sim","28/04/2023"
"Gerência Regional / GO","860393/1993","Requerimento de Autorização de Pesquisa","Concessão de Lavra","01.958.717/0001-03","AGUA NINA INDUSTRIA DE BEBIDAS LTDA.","ANÁPOLIS - GO","ÁGUA POTÁVEL DE MESA","Industrial","Sim","19/04/1999"
"Gerência Regional / GO","860765/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.006.210/0001-12","Brita Brasília Ltda","COCALZINHO DE GOIÁS - GO","CALCÁRIO","Demais substâncias","Sim","30/03/1999"
"Gerência Regional / GO","813473/1973","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.105.880/0001-96","Julio Cesar Camelo Parrode","APARECIDA DE GOIÂNIA - GO","MICAXISTO","Demais substâncias","Sim","23/08/2006"
"Gerência Regional / GO","860786/2022","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","02.130.870/0001-00","BENUNES E BENUNES LTDA","GOIÁS - GO","CALCÁRIO, CALCÁRIO CALCÍTICO","Corretivo de solo, Fabricação de cal","Sim","22/01/2025"
"Gerência Regional / GO","860239/1993","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.217.005/0001-04","D'VIDA AGUAS MINERAIS LTDA","GOIANIRA - GO","ÁGUA POTÁVEL DE MESA","Engarrafamento","Sim","17/04/1998"
"Gerência Regional / GO","862066/2007","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.286.425/0001-34","PEDRAS DE PIRENÓPOLIS LTDA","PIRENÓPOLIS - GO","QUARTZITO","Pedra de talhe","Sim","17/03/2008"
"Gerência Regional / GO","861093/1988","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.387.750/0001-93","MINERVERA - MINERADORA PRIMAVERA LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Demais substâncias","Sim","19/06/1998"
"Gerência Regional / GO","817951/1970","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.540.029/0001-91","GOIAS VERMICULITA SA","OUVIDOR - GO","APATITA, TITÂNIO, VERMICULITA","Demais substâncias, Demais substâncias, Demais substâncias","Sim","26/06/2009"
"Gerência Regional / GO","860405/2015","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.634.715/0001-21","CORRETIVOS DO SOLO MEDIO NORTE EXTRACAO DE MINERI","NIQUELÂNDIA - GO","CALCÁRIO, CALCÁRIO","Brita, Corretivo de solo","Sim","20/03/2020"
"Gerência Regional / GO","811652/1975","Requerimento de Autorização de Pesquisa","Concessão de Lavra","02.683.365/0001-93","BRASIL MINERIOS S/A","SÃO LUÍS DE MONTES BELOS - GO","VERMICULITA","Demais substâncias","Sim","05/11/2003"
"Gerência Regional / GO","862229/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.785.798/0001-50","ITACUA INDUSTRIA E COMERCIO DE MINERIOS LTDA","ANICUNS - GO","CALCÁRIO","Fabricação de cimento","Sim","23/01/2015"
"Gerência Regional / GO","860766/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.800.373/0001-72","ENGEBRITA CALCARIO LTDA","FORMOSA - GO","CALCÁRIO, CALCÁRIO CALCÍTICO, CALCÁRIO DOLOMÍTICO","Corretivo de solo, Corretivo de solo, Fabricação de cimento","Sim","16/03/2012"
"Gerência Regional / GO","860874/2006","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","02.971.080/0001-58","ROSANE BARBOSA PROCOPIO AGUIAR","ANHANGUERA - GO, ARAGUARI - MG, CORUMBAÍBA - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim","15/08/2008"
"Gerência Regional / GO","861439/2011","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","03.007.590/0001-72","BRITAGO MINERACAO INDUSTRIA E COMERCIO LTDA","SANTA BÁRBARA DE GOIÁS - GO, TRINDADE - GO","DIORITO, MINÉRIO DE FERRO","Brita, Industrial","Sim","25/04/2014"
"Gerência Regional / GO","860361/2002","Requerimento de Autorização de Pesquisa","Concessão de Lavra","03.297.900/0001-30","AGUAS DE CALDAS-NOVAS COLONIA DO SESC LTDA","JATAÍ - GO","ÁGUA MINERAL","Balneoterapia","Sim","22/01/2025"
"Gerência Regional / GO","860929/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","03.299.740/0001-69","SOMA EMPRESA DE MINERACAO LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Demais substâncias","Sim","03/09/2021"
"Gerência Regional / GO","860841/1981","Requerimento de Autorização de Pesquisa","Concessão de Lavra","03.726.817/0001-30","JALIM MINERACAO LTDA","CALDAS NOVAS - GO","ÁGUA MINERAL","Balneoterapia","Sim","05/02/2025"
"Gerência Regional / GO","860010/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","05.452.826/0001-05","SOLO E TETO CONSTRUTORA E INCORPORADORA LTDA","PIRES DO RIO - GO, URUTAÍ - GO","AREIA, CASCALHO","Demais substâncias, Demais substâncias","Sim","09/05/2000"
"Gerência Regional / GO","860504/2003","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","10.656.452/0001-80","VOTORANTIM CIMENTOS N/NE S/A","PLANALTINA - GO","CALCÁRIO","Fabricação de cimento","Sim","09/12/2010"
"Gerência Regional / GO","860726/2015","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","14.926.356/0001-65","AGUAS LEBRINHA LTDA","APARECIDA DE GOIÂNIA - GO","ÁGUA MINERAL","Engarrafamento","Sim","01/02/2023"
"Gerência Regional / GO","860304/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","PIRANHAS - GO","GRANITO","Demais substâncias","Sim","29/06/2000"
"Gerência Regional / GO","860303/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","PIRANHAS - GO","GRANITO","Demais substâncias","Sim","20/04/2000"
"Gerência Regional / GO","860556/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CAÇU - GO, SÃO SIMÃO - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim","27/05/2005"
"Gerência Regional / GO","807524/1977","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO, OUVIDOR - GO","FOSFATO","Demais substâncias","Sim","25/11/2002"
"Gerência Regional / GO","802161/1978","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO","FOSFATO, TERRAS RARAS","Demais substâncias, Fertilizantes","Sim","25/11/2002"
"Gerência Regional / GO","801562/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","OUVIDOR - GO","FOSFATO, MINÉRIO DE FERRO, MINÉRIO DE TITÂNIO, PIROCLORO, TITÂNIO","Demais substâncias, Demais substâncias, Fertilizantes, Industrial, Industrial","Sim","03/12/1991"
"Gerência Regional / GO","801562/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","OUVIDOR - GO","FOSFATO, MINÉRIO DE FERRO, MINÉRIO DE TITÂNIO, PIROCLORO, TITÂNIO","Demais substâncias, Demais substâncias, Fertilizantes, Industrial, Industrial","Sim","07/07/2016"
"Gerência Regional / GO","009291/1967","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO, OUVIDOR - GO","APATITA, BARITA, MINÉRIO DE FERRO, MINÉRIO DE NIÓBIO, VERMICULITA","Industrial, Industrial, Industrial, Industrial, Industrial","Sim","07/07/2016"
"Gerência Regional / GO","808490/1976","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim","06/03/1992"
"Gerência Regional / GO","808490/1976","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim","24/08/2016"
"Gerência Regional / GO","808490/1976","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim","23/09/2022"
"Gerência Regional / GO","808490/1976","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO","Demais substâncias","Sim","23/03/2021"
"Gerência Regional / GO","860186/2000","Requerimento de Autorização de Pesquisa","Concessão de Lavra","37.883.097/0001-38","CALCARIO OURO BRANCO LTDA","INDIARA - GO","CALCÁRIO DOLOMÍTICO","Demais substâncias","Sim","20/10/2003"
"Gerência Regional / GO","818514/1968","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","42.184.226/0019-69","ANGLO AMERICAN NIQUEL BRASIL LTDA","BARRO ALTO - GO","MINÉRIO DE NÍQUEL","Demais substâncias","Sim","15/09/2004"
"Gerência Regional / GO","808738/1968","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","42.184.226/0019-69","ANGLO AMERICAN NIQUEL BRASIL LTDA","BARRO ALTO - GO","MINÉRIO DE NÍQUEL","Demais substâncias","Sim","26/08/1992"
"Gerência Regional / GO","805789/1969","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","42.184.226/0019-69","ANGLO AMERICAN NIQUEL BRASIL LTDA","BARRO ALTO - GO, SANTA RITA DO NOVO DESTINO - GO","MINÉRIO DE NÍQUEL","Demais substâncias","Sim","16/10/1992"
"Gerência Regional / GO","861723/2009","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","42.416.651/0001-07","NEXA RECURSOS MINERAIS S.A.","SANCLERLÂNDIA - GO, SÃO LUÍS DE MONTES BELOS - GO","MINÉRIO DE NÍQUEL","Industrial","Sim","25/09/2018"
"Gerência Regional / GO","862591/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","24.826.331/0001-43","PORTO RICO EXTRACAO DE AREIA LTDA","PIRENÓPOLIS - GO, SÃO FRANCISCO DE GOIÁS - GO","AREIA, MINÉRIO DE OURO","Construção civil, Industrial","Sim","25/11/2015"
"Gerência Regional / GO","861832/1980","Requerimento de Autorização de Pesquisa","Concessão de Lavra","24.927.667/0001-00","MATRA MINERAÇÃO LTDA","ÁGUA FRIA DE GOIÁS - GO, PLANALTINA - GO","CALCÁRIO","Demais substâncias","Sim","22/02/2001"
"Gerência Regional / GO","860182/1986","Requerimento de Autorização de Pesquisa","Concessão de Lavra","26.655.175/0001-20","PEMAR PEREIRA MARTINS MINERACAO LTDA","CALDAS NOVAS - GO","ÁGUAS TERMAIS","Demais substâncias","Sim","17/07/1991"
"Gerência Regional / GO","860874/1991","Requerimento de Lavra Garimpeira","Lavra Garimpeira","26.725.960/0001-02","Annibal Crosara Junior","CAMPOS VERDES - GO","ESMERALDA","Demais substâncias","Sim","17/05/2013"
"Gerência Regional / GO","860011/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","26.880.146/0001-62","CERAMICA SOLIMOES LTDA","ESTRELA DO NORTE - GO, MARA ROSA - GO, MUTUNÓPOLIS - GO","ARGILA, MINÉRIO DE OURO","Cerâmica vermelha, Industrial","Sim","25/11/2014"
"Gerência Regional / GO","860598/2024","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","26.970.103/0001-78","BRITACAL IND E COM DE BRITA E CALCARIO BRASILIA LTDA","BRASÍLIA - DF, PLANALTINA - GO","CALCÁRIO","Fabricação de cimento","Sim","20/05/2026"
"Gerência Regional / GO","861385/1992","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","FAZENDA NOVA - GO, JUSSARA - GO","GRANITO","Demais substâncias","Sim","10/06/2003"
"Gerência Regional / GO","861198/1991","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","FAZENDA NOVA - GO","GRANITO","Demais substâncias","Sim","02/04/2002"
"Gerência Regional / GO","861149/1991","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","PIRANHAS - GO","GRANITO","Demais substâncias","Sim","20/03/2000"
"Gerência Regional / GO","860304/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","PIRANHAS - GO","GRANITO","Demais substâncias","Sim","24/04/2002"
"Gerência Regional / GO","860303/1998","Requerimento de Autorização de Pesquisa","Concessão de Lavra","32.440.901/0001-90","CAJUGRAM GRANITOS E MARMORES DO BRASIL LTDA","PIRANHAS - GO","GRANITO","Demais substâncias","Sim","24/04/2002"
"Gerência Regional / GO","860969/2002","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","JATAÍ - GO, RIO VERDE - GO","CASCALHO","Demais substâncias","Sim","20/03/2008"
"Gerência Regional / GO","860884/2010","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA, DIAMANTE","Construção civil, Industrial","Sim","20/11/2013"
"Gerência Regional / GO","860556/2003","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CAÇU - GO, SÃO SIMÃO - GO","AREIA, CASCALHO","Construção civil, Construção civil","Sim","05/03/2012"
"Gerência Regional / GO","860224/2008","Requerimento de Autorização de Pesquisa","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","PADRE BERNARDO - GO, VILA PROPÍCIO - GO","AREIA, DIAMANTE, DIAMANTE","Construção civil, Gema, Industrial","Sim","17/07/2015"
"Gerência Regional / GO","860002/2018","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","JATAÍ - GO, RIO VERDE - GO","AREIA","Construção civil","Sim","10/04/2019"
"Gerência Regional / GO","861688/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim","15/06/2015"
"Gerência Regional / GO","861687/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim","15/06/2015"
"Gerência Regional / GO","861686/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim","15/06/2015"
"Gerência Regional / GO","861685/2013","Requerimento de Cessão parcial","Requerimento de Lavra","33.624.438/0001-08","SETA MINERACAO LTDA","CACHOEIRA ALTA - GO, QUIRINÓPOLIS - GO","AREIA","Construção civil","Sim","15/06/2015"
"Gerência Regional / GO","861322/2009","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","ARRAIAS - TO, CAMPOS BELOS - GO","FOSFATO","Fertilizantes","Sim","07/07/2016"
"Gerência Regional / GO","861100/1981","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO, OUVIDOR - GO","FOSFATO","Demais substâncias","Sim","07/07/2016"
"Gerência Regional / GO","811162/1968","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","OUVIDOR - GO","APATITA, MINÉRIO DE TITÂNIO","Demais substâncias, Industrial","Sim","23/09/2014"
"Gerência Regional / GO","807524/1977","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO, OUVIDOR - GO","FOSFATO","Demais substâncias","Sim","07/07/2016"
"Gerência Regional / GO","804514/1968","Requerimento de Autorização de Pesquisa","Direito de Requerer a Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","OUVIDOR - GO","APATITA, MINÉRIO DE TITÂNIO, NIÓBIO","Demais substâncias, Demais substâncias, Industrial","Sim","23/09/2014"
"Gerência Regional / GO","802161/1978","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO","FOSFATO, TERRAS RARAS","Demais substâncias, Fertilizantes","Sim","07/07/2016"
"Gerência Regional / GO","801562/1968","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","OUVIDOR - GO","FOSFATO, MINÉRIO DE FERRO, MINÉRIO DE TITÂNIO, PIROCLORO, TITÂNIO","Demais substâncias, Demais substâncias, Fertilizantes, Industrial, Industrial","Sim","25/11/2002"
"Gerência Regional / GO","009291/1967","Requerimento de Autorização de Pesquisa","Concessão de Lavra","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","CATALÃO - GO, OUVIDOR - GO","APATITA, BARITA, MINÉRIO DE FERRO, MINÉRIO DE NIÓBIO, VERMICULITA","Industrial, Industrial, Industrial, Industrial, Industrial","Sim","26/06/2009"
"Gerência Regional / GO","860232/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
"Gerência Regional / GO","860231/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
"Gerência Regional / GO","860230/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
"Gerência Regional / GO","860229/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
"Gerência Regional / GO","860228/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
"Gerência Regional / GO","860227/2016","Requerimento de Autorização de Pesquisa","Autorização de Pesquisa","33.931.486/0014-55","MOSAIC FERTILIZANTES P&K LTDA.","MONTES CLAROS DE GOIÁS - GO","FOSFATO","Fertilizantes","Sim","09/05/2017"
